Orthogroup	Sorghum	Rice
OG0005729	Sobic.004G348200.1.p pacid=37933031 transcript=Sobic.004G348200.1 locus=Sobic.004G348200 ID=Sobic.004G348200.1.v3.2 annot-version=v3.1.1	LOC_Os02g57440.1 pacid=33136282 transcript=LOC_Os02g57440.1 locus=LOC_Os02g57440 ID=LOC_Os02g57440.1.MSUv7.0 annot-version=v7.0
OG0005349	Sobic.004G010700.1.p pacid=37933032 transcript=Sobic.004G010700.1 locus=Sobic.004G010700 ID=Sobic.004G010700.1.v3.2 annot-version=v3.1.1	LOC_Os01g32790.1 pacid=33125539 transcript=LOC_Os01g32790.1 locus=LOC_Os01g32790 ID=LOC_Os01g32790.1.MSUv7.0 annot-version=v7.0
OG0015819	Sobic.004G118100.1.p pacid=37933033 transcript=Sobic.004G118100.1 locus=Sobic.004G118100 ID=Sobic.004G118100.1.v3.2 annot-version=v3.1.1	LOC_Os02g16610.1 pacid=33140375 transcript=LOC_Os02g16610.1 locus=LOC_Os02g16610 ID=LOC_Os02g16610.1.MSUv7.0 annot-version=v7.0
OG0015774	Sobic.004G082800.1.p pacid=37933034 transcript=Sobic.004G082800.1 locus=Sobic.004G082800 ID=Sobic.004G082800.1.v3.2 annot-version=v3.1.1	LOC_Os02g10630.1 pacid=33138722 transcript=LOC_Os02g10630.1 locus=LOC_Os02g10630 ID=LOC_Os02g10630.1.MSUv7.0 annot-version=v7.0
OG0015785	Sobic.004G176300.2.p pacid=37933036 transcript=Sobic.004G176300.2 locus=Sobic.004G176300 ID=Sobic.004G176300.2.v3.2 annot-version=v3.1.1	LOC_Os02g34930.1 pacid=33139026 transcript=LOC_Os02g34930.1 locus=LOC_Os02g34930 ID=LOC_Os02g34930.1.MSUv7.0 annot-version=v7.0
OG0000149	Sobic.004G221000.2.p pacid=37933038 transcript=Sobic.004G221000.2 locus=Sobic.004G221000 ID=Sobic.004G221000.2.v3.2 annot-version=v3.1.1	LOC_Os02g41710.1 pacid=33139872 transcript=LOC_Os02g41710.1 locus=LOC_Os02g41710 ID=LOC_Os02g41710.1.MSUv7.0 annot-version=v7.0
OG0008574	Sobic.004G247700.1.p pacid=37933041 transcript=Sobic.004G247700.1 locus=Sobic.004G247700 ID=Sobic.004G247700.1.v3.2 annot-version=v3.1.1	LOC_Os02g50110.1 pacid=33139720 transcript=LOC_Os02g50110.1 locus=LOC_Os02g50110 ID=LOC_Os02g50110.1.MSUv7.0 annot-version=v7.0
OG0006792	Sobic.004G217200.1.p pacid=37933043 transcript=Sobic.004G217200.1 locus=Sobic.004G217200 ID=Sobic.004G217200.1.v3.2 annot-version=v3.1.1	LOC_Os02g40550.1 pacid=33140341 transcript=LOC_Os02g40550.1 locus=LOC_Os02g40550 ID=LOC_Os02g40550.1.MSUv7.0 annot-version=v7.0
OG0000210	Sobic.004G308100.1.p pacid=37933045 transcript=Sobic.004G308100.1 locus=Sobic.004G308100 ID=Sobic.004G308100.1.v3.2 annot-version=v3.1.1	LOC_Os02g52550.1 pacid=33135840 transcript=LOC_Os02g52550.1 locus=LOC_Os02g52550 ID=LOC_Os02g52550.1.MSUv7.0 annot-version=v7.0
OG0001158	Sobic.004G122000.2.p pacid=37933046 transcript=Sobic.004G122000.2 locus=Sobic.004G122000 ID=Sobic.004G122000.2.v3.2 annot-version=v3.1.1	LOC_Os02g16880.1 pacid=33133947 transcript=LOC_Os02g16880.1 locus=LOC_Os02g16880 ID=LOC_Os02g16880.1.MSUv7.0 annot-version=v7.0
OG0004377	"Sobic.004G204900.1.p pacid=37933047 transcript=Sobic.004G204900.1 locus=Sobic.004G204900 ID=Sobic.004G204900.1.v3.2 annot-version=v3.1.1, Sobic.006G126300.1.p pacid=37948909 transcript=Sobic.006G126300.1 locus=Sobic.006G126300 ID=Sobic.006G126300.1.v3.2 annot-version=v3.1.1"	LOC_Os02g38840.1 pacid=33138417 transcript=LOC_Os02g38840.1 locus=LOC_Os02g38840 ID=LOC_Os02g38840.1.MSUv7.0 annot-version=v7.0
OG0006111	Sobic.004G338300.3.p pacid=37933058 transcript=Sobic.004G338300.3 locus=Sobic.004G338300 ID=Sobic.004G338300.3.v3.2 annot-version=v3.1.1	LOC_Os03g08480.1 pacid=33129719 transcript=LOC_Os03g08480.1 locus=LOC_Os03g08480 ID=LOC_Os03g08480.1.MSUv7.0 annot-version=v7.0
OG0000663	Sobic.004G214000.1.p pacid=37933062 transcript=Sobic.004G214000.1 locus=Sobic.004G214000 ID=Sobic.004G214000.1.v3.2 annot-version=v3.1.1	LOC_Os02g40010.4 pacid=33138014 transcript=LOC_Os02g40010.4 locus=LOC_Os02g40010 ID=LOC_Os02g40010.4.MSUv7.0 annot-version=v7.0
OG0001387	Sobic.004G133400.2.p pacid=37933066 transcript=Sobic.004G133400.2 locus=Sobic.004G133400 ID=Sobic.004G133400.2.v3.2 annot-version=v3.1.1	LOC_Os02g19770.1 pacid=33135287 transcript=LOC_Os02g19770.1 locus=LOC_Os02g19770 ID=LOC_Os02g19770.1.MSUv7.0 annot-version=v7.0
OG0005414	Sobic.004G071000.1.p pacid=37933068 transcript=Sobic.004G071000.1 locus=Sobic.004G071000 ID=Sobic.004G071000.1.v3.2 annot-version=v3.1.1	LOC_Os02g09490.1 pacid=33139105 transcript=LOC_Os02g09490.1 locus=LOC_Os02g09490 ID=LOC_Os02g09490.1.MSUv7.0 annot-version=v7.0
OG0004764	Sobic.004G293200.1.p pacid=37933070 transcript=Sobic.004G293200.1 locus=Sobic.004G293200 ID=Sobic.004G293200.1.v3.2 annot-version=v3.1.1	LOC_Os02g44280.1 pacid=33136969 transcript=LOC_Os02g44280.1 locus=LOC_Os02g44280 ID=LOC_Os02g44280.1.MSUv7.0 annot-version=v7.0
OG0006300	Sobic.004G024000.2.p pacid=37933071 transcript=Sobic.004G024000.2 locus=Sobic.004G024000 ID=Sobic.004G024000.2.v3.2 annot-version=v3.1.1	LOC_Os01g32120.1 pacid=33124855 transcript=LOC_Os01g32120.1 locus=LOC_Os01g32120 ID=LOC_Os01g32120.1.MSUv7.0 annot-version=v7.0
OG0015690	Sobic.004G164500.1.p pacid=37933072 transcript=Sobic.004G164500.1 locus=Sobic.004G164500 ID=Sobic.004G164500.1.v3.2 annot-version=v3.1.1	LOC_Os02g32840.1 pacid=33135999 transcript=LOC_Os02g32840.1 locus=LOC_Os02g32840 ID=LOC_Os02g32840.1.MSUv7.0 annot-version=v7.0
OG0010552	Sobic.004G344600.1.p pacid=37933073 transcript=Sobic.004G344600.1 locus=Sobic.004G344600 ID=Sobic.004G344600.1.v3.2 annot-version=v3.1.1	LOC_Os02g57160.1 pacid=33139601 transcript=LOC_Os02g57160.1 locus=LOC_Os02g57160 ID=LOC_Os02g57160.1.MSUv7.0 annot-version=v7.0
OG0008926	Sobic.004G047400.2.p pacid=37933075 transcript=Sobic.004G047400.2 locus=Sobic.004G047400 ID=Sobic.004G047400.2.v3.2 annot-version=v3.1.1	LOC_Os02g06360.1 pacid=33133835 transcript=LOC_Os02g06360.1 locus=LOC_Os02g06360 ID=LOC_Os02g06360.1.MSUv7.0 annot-version=v7.0
OG0008503	Sobic.004G192200.1.p pacid=37933078 transcript=Sobic.004G192200.1 locus=Sobic.004G192200 ID=Sobic.004G192200.1.v3.2 annot-version=v3.1.1	LOC_Os02g36960.1 pacid=33135798 transcript=LOC_Os02g36960.1 locus=LOC_Os02g36960 ID=LOC_Os02g36960.1.MSUv7.0 annot-version=v7.0
OG0000077	Sobic.004G015500.1.p pacid=37933082 transcript=Sobic.004G015500.1 locus=Sobic.004G015500 ID=Sobic.004G015500.1.v3.2 annot-version=v3.1.1	"LOC_Os01g05640.1 pacid=33121015 transcript=LOC_Os01g05640.1 locus=LOC_Os01g05640 ID=LOC_Os01g05640.1.MSUv7.0 annot-version=v7.0, LOC_Os01g05940.1 pacid=33121479 transcript=LOC_Os01g05940.1 locus=LOC_Os01g05940 ID=LOC_Os01g05940.1.MSUv7.0 annot-version=v7.0, LOC_Os01g05980.1 pacid=33122197 transcript=LOC_Os01g05980.1 locus=LOC_Os01g05980 ID=LOC_Os01g05980.1.MSUv7.0 annot-version=v7.0, LOC_Os01g05960.1 pacid=33125236 transcript=LOC_Os01g05960.1 locus=LOC_Os01g05960 ID=LOC_Os01g05960.1.MSUv7.0 annot-version=v7.0"
OG0010035	Sobic.004G043600.2.p pacid=37933084 transcript=Sobic.004G043600.2 locus=Sobic.004G043600 ID=Sobic.004G043600.2.v3.2 annot-version=v3.1.1	LOC_Os02g05870.1 pacid=33137472 transcript=LOC_Os02g05870.1 locus=LOC_Os02g05870 ID=LOC_Os02g05870.1.MSUv7.0 annot-version=v7.0
OG0009029	Sobic.004G333800.2.p pacid=37933088 transcript=Sobic.004G333800.2 locus=Sobic.004G333800 ID=Sobic.004G333800.2.v3.2 annot-version=v3.1.1	LOC_Os06g49140.1 pacid=33146632 transcript=LOC_Os06g49140.1 locus=LOC_Os06g49140 ID=LOC_Os06g49140.1.MSUv7.0 annot-version=v7.0
OG0004580	Sobic.004G021300.1.p pacid=37933089 transcript=Sobic.004G021300.1 locus=Sobic.004G021300 ID=Sobic.004G021300.1.v3.2 annot-version=v3.1.1	LOC_Os02g03100.1 pacid=33139491 transcript=LOC_Os02g03100.1 locus=LOC_Os02g03100 ID=LOC_Os02g03100.1.MSUv7.0 annot-version=v7.0
OG0001669	Sobic.004G078000.1.p pacid=37933090 transcript=Sobic.004G078000.1 locus=Sobic.004G078000 ID=Sobic.004G078000.1.v3.2 annot-version=v3.1.1	"LOC_Os02g10070.2 pacid=33135235 transcript=LOC_Os02g10070.2 locus=LOC_Os02g10070 ID=LOC_Os02g10070.2.MSUv7.0 annot-version=v7.0, LOC_Os11g33240.1 pacid=33164326 transcript=LOC_Os11g33240.1 locus=LOC_Os11g33240 ID=LOC_Os11g33240.1.MSUv7.0 annot-version=v7.0"
OG0008738	Sobic.004G150200.1.p pacid=37933092 transcript=Sobic.004G150200.1 locus=Sobic.004G150200 ID=Sobic.004G150200.1.v3.2 annot-version=v3.1.1	LOC_Os02g29320.1 pacid=33136834 transcript=LOC_Os02g29320.1 locus=LOC_Os02g29320 ID=LOC_Os02g29320.1.MSUv7.0 annot-version=v7.0
OG0010138	Sobic.004G035800.1.p pacid=37933093 transcript=Sobic.004G035800.1 locus=Sobic.004G035800 ID=Sobic.004G035800.1.v3.2 annot-version=v3.1.1	"LOC_Os02g04540.1 pacid=33139045 transcript=LOC_Os02g04540.1 locus=LOC_Os02g04540 ID=LOC_Os02g04540.1.MSUv7.0 annot-version=v7.0, LOC_Os06g49100.1 pacid=33146714 transcript=LOC_Os06g49100.1 locus=LOC_Os06g49100 ID=LOC_Os06g49100.1.MSUv7.0 annot-version=v7.0"
OG0012065	Sobic.004G007400.3.p pacid=37933094 transcript=Sobic.004G007400.3 locus=Sobic.004G007400 ID=Sobic.004G007400.3.v3.2 annot-version=v3.1.1	LOC_Os02g01990.1 pacid=33135610 transcript=LOC_Os02g01990.1 locus=LOC_Os02g01990 ID=LOC_Os02g01990.1.MSUv7.0 annot-version=v7.0
OG0001745	Sobic.004G154900.3.p pacid=37933099 transcript=Sobic.004G154900.3 locus=Sobic.004G154900 ID=Sobic.004G154900.3.v3.2 annot-version=v3.1.1	LOC_Os02g30420.1 pacid=33136909 transcript=LOC_Os02g30420.1 locus=LOC_Os02g30420 ID=LOC_Os02g30420.1.MSUv7.0 annot-version=v7.0
OG0015667	Sobic.004G250100.1.p pacid=37933100 transcript=Sobic.004G250100.1 locus=Sobic.004G250100 ID=Sobic.004G250100.1.v3.2 annot-version=v3.1.1	LOC_Os02g49830.1 pacid=33135339 transcript=LOC_Os02g49830.1 locus=LOC_Os02g49830 ID=LOC_Os02g49830.1.MSUv7.0 annot-version=v7.0
OG0009305	Sobic.004G198800.1.p pacid=37933101 transcript=Sobic.004G198800.1 locus=Sobic.004G198800 ID=Sobic.004G198800.1.v3.2 annot-version=v3.1.1	LOC_Os02g37910.1 pacid=33137036 transcript=LOC_Os02g37910.1 locus=LOC_Os02g37910 ID=LOC_Os02g37910.1.MSUv7.0 annot-version=v7.0
OG0006908	Sobic.004G246700.1.p pacid=37933103 transcript=Sobic.004G246700.1 locus=Sobic.004G246700 ID=Sobic.004G246700.1.v3.2 annot-version=v3.1.1	LOC_Os02g50290.1 pacid=33139865 transcript=LOC_Os02g50290.1 locus=LOC_Os02g50290 ID=LOC_Os02g50290.1.MSUv7.0 annot-version=v7.0
OG0001492	Sobic.004G079000.1.p pacid=37933104 transcript=Sobic.004G079000.1 locus=Sobic.004G079000 ID=Sobic.004G079000.1.v3.2 annot-version=v3.1.1	LOC_Os02g10190.1 pacid=33139955 transcript=LOC_Os02g10190.1 locus=LOC_Os02g10190 ID=LOC_Os02g10190.1.MSUv7.0 annot-version=v7.0
OG0002368	Sobic.004G302400.3.p pacid=37933106 transcript=Sobic.004G302400.3 locus=Sobic.004G302400 ID=Sobic.004G302400.3.v3.2 annot-version=v3.1.1	LOC_Os02g42970.1 pacid=33134856 transcript=LOC_Os02g42970.1 locus=LOC_Os02g42970 ID=LOC_Os02g42970.1.MSUv7.0 annot-version=v7.0
OG0004244	Sobic.004G080300.1.p pacid=37933109 transcript=Sobic.004G080300.1 locus=Sobic.004G080300 ID=Sobic.004G080300.1.v3.2 annot-version=v3.1.1	LOC_Os02g10360.1 pacid=33134995 transcript=LOC_Os02g10360.1 locus=LOC_Os02g10360 ID=LOC_Os02g10360.1.MSUv7.0 annot-version=v7.0
OG0015769	Sobic.004G243500.1.p pacid=37933112 transcript=Sobic.004G243500.1 locus=Sobic.004G243500 ID=Sobic.004G243500.1.v3.2 annot-version=v3.1.1	LOC_Os02g50690.1 pacid=33138651 transcript=LOC_Os02g50690.1 locus=LOC_Os02g50690 ID=LOC_Os02g50690.1.MSUv7.0 annot-version=v7.0
OG0001777	Sobic.004G252400.2.p pacid=37933114 transcript=Sobic.004G252400.2 locus=Sobic.004G252400 ID=Sobic.004G252400.2.v3.2 annot-version=v3.1.1	LOC_Os02g49590.1 pacid=33133921 transcript=LOC_Os02g49590.1 locus=LOC_Os02g49590 ID=LOC_Os02g49590.1.MSUv7.0 annot-version=v7.0
OG0003119	Sobic.004G217500.1.p pacid=37933116 transcript=Sobic.004G217500.1 locus=Sobic.004G217500 ID=Sobic.004G217500.1.v3.2 annot-version=v3.1.1	LOC_Os02g40180.1 pacid=33135461 transcript=LOC_Os02g40180.1 locus=LOC_Os02g40180 ID=LOC_Os02g40180.1.MSUv7.0 annot-version=v7.0
OG0005783	Sobic.004G084400.1.p pacid=37933117 transcript=Sobic.004G084400.1 locus=Sobic.004G084400 ID=Sobic.004G084400.1.v3.2 annot-version=v3.1.1	LOC_Os02g38060.1 pacid=33135979 transcript=LOC_Os02g38060.1 locus=LOC_Os02g38060 ID=LOC_Os02g38060.1.MSUv7.0 annot-version=v7.0
OG0002754	Sobic.004G216600.1.p pacid=37933119 transcript=Sobic.004G216600.1 locus=Sobic.004G216600 ID=Sobic.004G216600.1.v3.2 annot-version=v3.1.1	LOC_Os02g40500.1 pacid=33136314 transcript=LOC_Os02g40500.1 locus=LOC_Os02g40500 ID=LOC_Os02g40500.1.MSUv7.0 annot-version=v7.0
OG0000099	Sobic.004G228400.1.p pacid=37933121 transcript=Sobic.004G228400.1 locus=Sobic.004G228400 ID=Sobic.004G228400.1.v3.2 annot-version=v3.1.1	LOC_Os02g52190.1 pacid=33139439 transcript=LOC_Os02g52190.1 locus=LOC_Os02g52190 ID=LOC_Os02g52190.1.MSUv7.0 annot-version=v7.0
OG0010467	Sobic.004G341200.1.p pacid=37933123 transcript=Sobic.004G341200.1 locus=Sobic.004G341200 ID=Sobic.004G341200.1.v3.2 annot-version=v3.1.1	LOC_Os02g56850.1 pacid=33140241 transcript=LOC_Os02g56850.1 locus=LOC_Os02g56850 ID=LOC_Os02g56850.1.MSUv7.0 annot-version=v7.0
OG0002311	Sobic.004G060500.1.p pacid=37933126 transcript=Sobic.004G060500.1 locus=Sobic.004G060500 ID=Sobic.004G060500.1.v3.2 annot-version=v3.1.1	LOC_Os02g07910.2 pacid=33136769 transcript=LOC_Os02g07910.2 locus=LOC_Os02g07910 ID=LOC_Os02g07910.2.MSUv7.0 annot-version=v7.0
OG0000097	Sobic.004G155200.1.p pacid=37933127 transcript=Sobic.004G155200.1 locus=Sobic.004G155200 ID=Sobic.004G155200.1.v3.2 annot-version=v3.1.1	LOC_Os02g30470.1 pacid=33138508 transcript=LOC_Os02g30470.1 locus=LOC_Os02g30470 ID=LOC_Os02g30470.1.MSUv7.0 annot-version=v7.0
OG0015719	Sobic.004G286800.1.p pacid=37933128 transcript=Sobic.004G286800.1 locus=Sobic.004G286800 ID=Sobic.004G286800.1.v3.2 annot-version=v3.1.1	LOC_Os02g44850.1 pacid=33136902 transcript=LOC_Os02g44850.1 locus=LOC_Os02g44850 ID=LOC_Os02g44850.1.MSUv7.0 annot-version=v7.0
OG0017509	Sobic.004G001200.2.p pacid=37933129 transcript=Sobic.004G001200.2 locus=Sobic.004G001200 ID=Sobic.004G001200.2.v3.2 annot-version=v3.1.1	LOC_Os02g01140.1 pacid=33135003 transcript=LOC_Os02g01140.1 locus=LOC_Os02g01140 ID=LOC_Os02g01140.1.MSUv7.0 annot-version=v7.0
OG0015676	Sobic.004G184101.1.p pacid=37933130 transcript=Sobic.004G184101.1 locus=Sobic.004G184101 ID=Sobic.004G184101.1.v3.2 annot-version=v3.1.1	LOC_Os02g35650.1 pacid=33135684 transcript=LOC_Os02g35650.1 locus=LOC_Os02g35650 ID=LOC_Os02g35650.1.MSUv7.0 annot-version=v7.0
OG0002583	Sobic.004G255700.1.p pacid=37933131 transcript=Sobic.004G255700.1 locus=Sobic.004G255700 ID=Sobic.004G255700.1.v3.2 annot-version=v3.1.1	LOC_Os02g49320.1 pacid=33140348 transcript=LOC_Os02g49320.1 locus=LOC_Os02g49320 ID=LOC_Os02g49320.1.MSUv7.0 annot-version=v7.0
OG0000558	Sobic.004G102100.1.p pacid=37933133 transcript=Sobic.004G102100.1 locus=Sobic.004G102100 ID=Sobic.004G102100.1.v3.2 annot-version=v3.1.1	LOC_Os02g13850.1 pacid=33135627 transcript=LOC_Os02g13850.1 locus=LOC_Os02g13850 ID=LOC_Os02g13850.1.MSUv7.0 annot-version=v7.0
OG0006525	Sobic.004G072000.1.p pacid=37933139 transcript=Sobic.004G072000.1 locus=Sobic.004G072000 ID=Sobic.004G072000.1.v3.2 annot-version=v3.1.1	LOC_Os02g09590.1 pacid=33140216 transcript=LOC_Os02g09590.1 locus=LOC_Os02g09590 ID=LOC_Os02g09590.1.MSUv7.0 annot-version=v7.0
OG0010605	Sobic.004G017200.2.p pacid=37933140 transcript=Sobic.004G017200.2 locus=Sobic.004G017200 ID=Sobic.004G017200.2.v3.2 annot-version=v3.1.1	LOC_Os06g51470.1 pacid=33149389 transcript=LOC_Os06g51470.1 locus=LOC_Os06g51470 ID=LOC_Os06g51470.1.MSUv7.0 annot-version=v7.0
OG0001138	Sobic.004G099700.1.p pacid=37933143 transcript=Sobic.004G099700.1 locus=Sobic.004G099700 ID=Sobic.004G099700.1.v3.2 annot-version=v3.1.1	LOC_Os02g13510.1 pacid=33136539 transcript=LOC_Os02g13510.1 locus=LOC_Os02g13510 ID=LOC_Os02g13510.1.MSUv7.0 annot-version=v7.0
OG0001195	Sobic.004G256700.1.p pacid=37933149 transcript=Sobic.004G256700.1 locus=Sobic.004G256700 ID=Sobic.004G256700.1.v3.2 annot-version=v3.1.1	LOC_Os02g49070.1 pacid=33138805 transcript=LOC_Os02g49070.1 locus=LOC_Os02g49070 ID=LOC_Os02g49070.1.MSUv7.0 annot-version=v7.0
OG0012794	Sobic.004G041600.1.p pacid=37933150 transcript=Sobic.004G041600.1 locus=Sobic.004G041600 ID=Sobic.004G041600.1.v3.2 annot-version=v3.1.1	LOC_Os02g05640.1 pacid=33140456 transcript=LOC_Os02g05640.1 locus=LOC_Os02g05640 ID=LOC_Os02g05640.1.MSUv7.0 annot-version=v7.0
OG0015614	Sobic.004G169600.1.p pacid=37933151 transcript=Sobic.004G169600.1 locus=Sobic.004G169600 ID=Sobic.004G169600.1.v3.2 annot-version=v3.1.1	LOC_Os02g33630.1 pacid=33134089 transcript=LOC_Os02g33630.1 locus=LOC_Os02g33630 ID=LOC_Os02g33630.1.MSUv7.0 annot-version=v7.0
OG0001738	"Sobic.004G171500.1.p pacid=37933155 transcript=Sobic.004G171500.1 locus=Sobic.004G171500 ID=Sobic.004G171500.1.v3.2 annot-version=v3.1.1, Sobic.004G171600.1.p pacid=37933827 transcript=Sobic.004G171600.1 locus=Sobic.004G171600 ID=Sobic.004G171600.1.v3.2 annot-version=v3.1.1, Sobic.007G025300.1.p pacid=37934190 transcript=Sobic.007G025300.1 locus=Sobic.007G025300 ID=Sobic.007G025300.1.v3.2 annot-version=v3.1.1, Sobic.007G025200.1.p pacid=37937054 transcript=Sobic.007G025200.1 locus=Sobic.007G025200 ID=Sobic.007G025200.1.v3.2 annot-version=v3.1.1"	LOC_Os02g34320.1 pacid=33140113 transcript=LOC_Os02g34320.1 locus=LOC_Os02g34320 ID=LOC_Os02g34320.1.MSUv7.0 annot-version=v7.0
OG0005063	Sobic.004G248500.1.p pacid=37933156 transcript=Sobic.004G248500.1 locus=Sobic.004G248500 ID=Sobic.004G248500.1.v3.2 annot-version=v3.1.1	LOC_Os02g50000.1 pacid=33138673 transcript=LOC_Os02g50000.1 locus=LOC_Os02g50000 ID=LOC_Os02g50000.1.MSUv7.0 annot-version=v7.0
OG0009260	Sobic.004G163200.1.p pacid=37933157 transcript=Sobic.004G163200.1 locus=Sobic.004G163200 ID=Sobic.004G163200.1.v3.2 annot-version=v3.1.1	LOC_Os02g32590.1 pacid=33139401 transcript=LOC_Os02g32590.1 locus=LOC_Os02g32590 ID=LOC_Os02g32590.1.MSUv7.0 annot-version=v7.0
OG0015722	Sobic.004G260900.1.p pacid=37933158 transcript=Sobic.004G260900.1 locus=Sobic.004G260900 ID=Sobic.004G260900.1.v3.2 annot-version=v3.1.1	"LOC_Os02g48530.1 pacid=33137042 transcript=LOC_Os02g48530.1 locus=LOC_Os02g48530 ID=LOC_Os02g48530.1.MSUv7.0 annot-version=v7.0, LOC_Os02g48520.1 pacid=33140339 transcript=LOC_Os02g48520.1 locus=LOC_Os02g48520 ID=LOC_Os02g48520.1.MSUv7.0 annot-version=v7.0"
OG0000165	Sobic.004G080000.2.p pacid=37933159 transcript=Sobic.004G080000.2 locus=Sobic.004G080000 ID=Sobic.004G080000.2.v3.2 annot-version=v3.1.1	LOC_Os02g10300.1 pacid=33136106 transcript=LOC_Os02g10300.1 locus=LOC_Os02g10300 ID=LOC_Os02g10300.1.MSUv7.0 annot-version=v7.0
OG0009689	Sobic.004G080200.1.p pacid=37933163 transcript=Sobic.004G080200.1 locus=Sobic.004G080200 ID=Sobic.004G080200.1.v3.2 annot-version=v3.1.1	LOC_Os02g10320.1 pacid=33139838 transcript=LOC_Os02g10320.1 locus=LOC_Os02g10320 ID=LOC_Os02g10320.1.MSUv7.0 annot-version=v7.0
OG0005735	"Sobic.004G115800.3.p pacid=37933164 transcript=Sobic.004G115800.3 locus=Sobic.004G115800 ID=Sobic.004G115800.3.v3.2 annot-version=v3.1.1, Sobic.001G186300.1.p pacid=37938160 transcript=Sobic.001G186300.1 locus=Sobic.001G186300 ID=Sobic.001G186300.1.v3.2 annot-version=v3.1.1"	LOC_Os02g44111.1 pacid=33137702 transcript=LOC_Os02g44111.1 locus=LOC_Os02g44111 ID=LOC_Os02g44111.1.MSUv7.0 annot-version=v7.0
OG0012849	Sobic.004G003300.2.p pacid=37933167 transcript=Sobic.004G003300.2 locus=Sobic.004G003300 ID=Sobic.004G003300.2.v3.2 annot-version=v3.1.1	LOC_Os12g18960.1 pacid=33151454 transcript=LOC_Os12g18960.1 locus=LOC_Os12g18960 ID=LOC_Os12g18960.1.MSUv7.0 annot-version=v7.0
OG0009933	Sobic.004G306800.1.p pacid=37933173 transcript=Sobic.004G306800.1 locus=Sobic.004G306800 ID=Sobic.004G306800.1.v3.2 annot-version=v3.1.1	LOC_Os02g52370.1 pacid=33139755 transcript=LOC_Os02g52370.1 locus=LOC_Os02g52370 ID=LOC_Os02g52370.1.MSUv7.0 annot-version=v7.0
OG0013426	Sobic.004G061701.1.p pacid=37933176 transcript=Sobic.004G061701.1 locus=Sobic.004G061701 ID=Sobic.004G061701.1.v3.2 annot-version=v3.1.1	"LOC_Os08g24460.1 pacid=33107377 transcript=LOC_Os08g24460.1 locus=LOC_Os08g24460 ID=LOC_Os08g24460.1.MSUv7.0 annot-version=v7.0, LOC_Os06g22370.1 pacid=33148566 transcript=LOC_Os06g22370.1 locus=LOC_Os06g22370 ID=LOC_Os06g22370.1.MSUv7.0 annot-version=v7.0, LOC_Os11g13910.1 pacid=33160677 transcript=LOC_Os11g13910.1 locus=LOC_Os11g13910 ID=LOC_Os11g13910.1.MSUv7.0 annot-version=v7.0, LOC_Os11g40910.1 pacid=33160922 transcript=LOC_Os11g40910.1 locus=LOC_Os11g40910 ID=LOC_Os11g40910.1.MSUv7.0 annot-version=v7.0, LOC_Os11g28670.1 pacid=33161756 transcript=LOC_Os11g28670.1 locus=LOC_Os11g28670 ID=LOC_Os11g28670.1.MSUv7.0 annot-version=v7.0"
OG0015703	Sobic.004G288400.1.p pacid=37933178 transcript=Sobic.004G288400.1 locus=Sobic.004G288400 ID=Sobic.004G288400.1.v3.2 annot-version=v3.1.1	LOC_Os02g44670.1 pacid=33136543 transcript=LOC_Os02g44670.1 locus=LOC_Os02g44670 ID=LOC_Os02g44670.1.MSUv7.0 annot-version=v7.0
OG0013475	Sobic.004G102000.1.p pacid=37933185 transcript=Sobic.004G102000.1 locus=Sobic.004G102000 ID=Sobic.004G102000.1.v3.2 annot-version=v3.1.1	LOC_Os04g51960.1 pacid=33110930 transcript=LOC_Os04g51960.1 locus=LOC_Os04g51960 ID=LOC_Os04g51960.1.MSUv7.0 annot-version=v7.0
OG0002094	Sobic.004G283000.1.p pacid=37933187 transcript=Sobic.004G283000.1 locus=Sobic.004G283000 ID=Sobic.004G283000.1.v3.2 annot-version=v3.1.1	LOC_Os02g45480.1 pacid=33135042 transcript=LOC_Os02g45480.1 locus=LOC_Os02g45480 ID=LOC_Os02g45480.1.MSUv7.0 annot-version=v7.0
OG0013792	Sobic.004G110400.1.p pacid=37933193 transcript=Sobic.004G110400.1 locus=Sobic.004G110400 ID=Sobic.004G110400.1.v3.2 annot-version=v3.1.1	LOC_Os02g15120.1 pacid=33135391 transcript=LOC_Os02g15120.1 locus=LOC_Os02g15120 ID=LOC_Os02g15120.1.MSUv7.0 annot-version=v7.0
OG0003860	Sobic.004G257800.1.p pacid=37933195 transcript=Sobic.004G257800.1 locus=Sobic.004G257800 ID=Sobic.004G257800.1.v3.2 annot-version=v3.1.1	LOC_Os02g48880.1 pacid=33135955 transcript=LOC_Os02g48880.1 locus=LOC_Os02g48880 ID=LOC_Os02g48880.1.MSUv7.0 annot-version=v7.0
OG0007430	Sobic.004G069200.1.p pacid=37933196 transcript=Sobic.004G069200.1 locus=Sobic.004G069200 ID=Sobic.004G069200.1.v3.2 annot-version=v3.1.1	LOC_Os02g09359.1 pacid=33135052 transcript=LOC_Os02g09359.1 locus=LOC_Os02g09359 ID=LOC_Os02g09359.1.MSUv7.0 annot-version=v7.0
